コード,名称,市場,セクター,時価総額,発行株式数,株価,配当金,業種別PER,EPS,BPR
3830,ギガプライズ,名証セント,情報通信,6532,2846400,2295,15.00,23.8,127.51,534.96
3834,朝日ネット,東証一部,情報通信,17472,32000000,546,18.00,23.8,23.66,319.22
3835,eBASE,東証二部,情報通信,15600,11791200,1323,17.30,23.8,49.81,249.92
3836,アバント,東証二部,情報通信,17556,9388000,1870,20.00,23.8,80.11,412.62
3837,アドソル日進,東証一部,情報通信,11150,9299460,1199,20.00,23.8,51.88,339.80
3839,ODKソリューションズ,JQS,情報通信,3436,8200000,419,10.00,23.8,18.42,540.63
3840,パス,東証二部,情報通信,2987,20181600,148,0.00,23.8,-6.08,32.33
3841,ジーダット,JQS,情報通信,2014,1950000,1033,15.00,23.8,52.09,1357.88
3842,ネクストジェン,JQG,情報通信,3835,2018600,1900,-,23.8,54.57,682.18
3843,フリービット,東証一部,情報通信,21143,23414000,903,7.00,23.8,4.51,413.69
3844,コムチュア,東証一部,情報通信,33191,16073100,2065,29.47,23.8,81.00,270.81
3845,アイフリークモバイル,JQS,情報通信,3861,13594300,284,0.00,23.8,1.40,22.54
3847,パシフィックシステム,JQS,情報通信,4356,1480000,2943,80.00,23.8,252.08,2624.16
3848,データ・アプリケーション,JQS,情報通信,6576,3707000,1774,22.00,23.8,128.11,880.87
3849,日本テクノ・ラボ,札証アンビ,情報通信,649,848000,765,-,23.8,-,1081.86
3850,エヌ・ティ・ティ・データ・イントラマート,東証マザ,情報通信,8201,4955000,1655,17.00,23.8,82.74,647.00
3851,日本一ソフトウェア,JQS,情報通信,7918,5098600,1553,3.00,23.8,53.41,532.47
3852,サイバーコム,東証一部,情報通信,8062,8021600,1005,13.00,23.8,-,509.17
3853,インフォテリア,東証マザ,情報通信,21553,17480165,1233,-,23.8,17.95,261.91
3854,アイル,JQG,情報通信,8289,6260714,1324,18.00,23.8,57.82,344.24
3856,Abalance,東証マザ,電気機器,5127,5189511,988,-,22.4,84.43,205.52
3857,ラック,JQS,情報通信,35809,26683120,1342,20.00,23.8,59.91,365.75
3858,ユビキタス,JQS,情報通信,12897,10426000,1237,0.00,23.8,-8.93,247.17
3861,王子ホールディングス,東証一部,パルプ・紙,606600,1014381817,598,10.00,23.5,37.43,643.64
3863,日本製紙,東証一部,パルプ・紙,252041,116254892,2168,60.00,23.5,129.61,3748.41
3864,三菱製紙,東証一部,パルプ・紙,25488,34258433,744,-,23.5,43.88,1566.07
3865,北越紀州製紙,東証一部,パルプ・紙,150670,209263814,720,12.00,23.5,58.33,968.92
3877,中越パルプ工業,東証一部,パルプ・紙,28486,13354688,2133,50.00,23.5,0.00,4056.00
3878,巴川製紙所,東証一部,パルプ・紙,14961,51947031,288,5.00,23.5,7.85,230.78
3880,大王製紙,東証一部,パルプ・紙,208043,149348785,1393,10.50,23.5,96.07,1211.68
3891,ニッポン高度紙工業,JQS,パルプ・紙,23901,10953582,2182,18.00,23.5,61.36,1201.54
3892,岡山製紙,JQS,パルプ・紙,3438,5500000,625,12.00,23.5,13.22,1603.46
3895,ハビックス,JQS,パルプ・紙,9467,8175280,1158,15.00,23.5,104.94,897.54
3896,阿波製紙,東証一部,パルプ・紙,7792,10172676,766,-,23.5,38.10,603.23
3900,クラウドワークス,東証マザ,情報通信,11534,13553660,851,0.00,23.8,-37.24,114.89
3901,マークラインズ,JQS,情報通信,13770,13114000,1050,12.50,23.8,32.90,116.16
3902,メディカル・データ・ビジョン,東証一部,情報通信,41575,20007200,2078,0.00,23.8,15.54,144.70
3903,gumi,東証一部,情報通信,33217,30224500,1099,0.00,23.8,-,449.86
3904,カヤック,東証マザ,情報通信,18930,15059400,1257,0.00,23.8,36.54,170.85
3905,データセクション,東証マザ,情報通信,8409,11598000,725,0.00,23.8,0.84,139.64
3906,ALBERT,東証マザ,情報通信,2894,2398000,1207,0.00,23.8,-147.19,329.28
3907,シリコンスタジオ,東証マザ,情報通信,8524,2548300,3345,10.00,23.8,17.28,855.49
3908,コラボス,東証マザ,情報通信,3739,1425600,2623,-,23.8,137.56,928.64
3909,ショーケース・ティービー,東証一部,情報通信,11014,6756800,1630,5.50,23.8,36.73,186.99
3910,エムケイシステム,JQS,情報通信,5672,2714000,2090,21.00,23.8,107.59,420.05
3911,Aiming,東証マザ,情報通信,23007,34493500,667,-,23.8,-,152.60
3912,モバイルファクトリー,東証一部,情報通信,13210,9677400,1365,16.50,23.8,54.70,209.03
3913,sMedio,東証マザ,情報通信,4032,2027921,1988,0.00,23.8,29.28,821.82
3914,JIG-SAW,東証マザ,情報通信,38865,6554000,5930,-,23.8,-,177.64
3915,テラスカイ,東証マザ,情報通信,21110,2860400,7380,0.00,23.8,52.75,474.43
3916,デジタル・インフォメーション・テクノロジー,東証一部,情報通信,15269,7750910,1970,20.00,23.8,63.61,311.56
3917,アイリッジ,東証マザ,情報通信,10725,5533800,1938,0.00,23.8,32.89,189.64
3918,PCIホールディングス,東証一部,情報通信,11742,3781600,3105,50.00,23.8,119.85,892.96
3919,パイプドHD,東証一部,情報通信,9002,8102464,1111,21.00,23.8,61.89,300.28
3920,アイビーシー,東証一部,情報通信,5154,5529600,932,-,23.8,23.01,250.11
3921,ネオジャパン,東証マザ,情報通信,11469,7342800,1562,4.25,23.8,41.13,404.75
3922,PR_TIMES,東証マザ,情報通信,9943,3260000,3050,0.00,23.8,73.31,441.79
3923,ラクス,東証マザ,情報通信,48339,22652000,2134,5.55,23.8,36.95,133.94
3924,ランドコンピュータ,東証二部,情報通信,7643,5985000,1277,18.00,23.8,44.78,456.16
3925,ダブルスタンダード,東証マザ,情報通信,16281,3350000,4860,38.00,23.8,98.60,313.39
3926,オープンドア,東証一部,情報通信,50433,10420000,4840,0.00,23.8,46.54,337.73
3927,アークン,東証マザ,情報通信,2693,4443200,606,0.00,23.8,-34.53,97.00
3928,マイネット,東証マザ,情報通信,13873,8108000,1711,0.00,23.8,-,814.88
3929,ソーシャルワイヤー,東証マザ,情報通信,8341,5736800,1454,9.00,23.8,31.08,159.32
3930,はてな,東証マザ,情報通信,5390,2841400,1897,-,23.8,49.65,455.01
3931,バリューゴルフ,東証マザ,情報通信,4516,1735100,2603,0.00,23.8,57.63,450.91
3932,アカツキ,東証一部,情報通信,117791,13601700,8660,0.00,23.8,-,897.66
3933,チエル,JQS,情報通信,6064,3852600,1574,0.00,23.8,45.82,345.68
3934,ベネフィットジャパン,東証マザ,情報通信,6245,5864250,1065,8.00,23.8,83.03,441.10
3935,エディア,東証マザ,情報通信,5424,3488000,1555,0.00,23.8,11.62,166.28
3936,グローバルウェイ,東証マザ,情報通信,4278,1159270,3690,0.00,23.8,0.00,436.59
3937,Ubicomホールディングス,東証マザ,情報通信,14802,11145760,1328,0.00,23.8,19.32,101.63
3938,LINE,東証一部,情報通信,910816,220803810,4125,-,23.8,-,803.66
3939,カナミックネットワーク,東証マザ,情報通信,14921,8022000,1860,5.00,23.8,7.20,36.73
3940,ノムラシステムコーポレーション,JQS,情報通信,6968,5579100,1249,-,23.8,36.65,340.03
3941,レンゴー,東証一部,パルプ・紙,185673,271056029,685,12.00,23.5,62.60,961.59
3943,大石産業,福証,パルプ・紙,9328,4664000,2000,50.00,23.5,274.40,3192.88
3944,古林紙工,東証二部,パルプ・紙,4602,1776820,2590,50.00,23.5,326.43,6550.03
3945,スーパーバッグ,東証二部,パルプ・紙,4102,1686154,2433,60.00,23.5,359.53,2689.36
3946,トーモク,東証一部,パルプ・紙,37871,19341568,1958,35.00,23.5,281.34,3297.81
3947,ダイナパック,東証二部,パルプ・紙,17166,10322591,1663,50.00,23.5,194.26,4146.89
3948,光ビジネスフォーム,JQS,パルプ・紙,2937,5815294,505,18.00,23.5,-24.21,1162.38
3950,ザ・パック,東証一部,パルプ・紙,77113,19900000,3875,50.00,23.5,239.58,2570.71
3951,朝日印刷,東証二部,パルプ・紙,29866,11244724,2656,30.00,23.5,178.43,2418.86
3952,中央紙器工業,名証二部,パルプ・紙,7289,5225008,1395,40.00,23.5,124.82,2216.03
3953,大村紙業,JQS,パルプ・紙,3057,4884000,626,10.00,23.5,54.04,1053.27
3954,昭和パックス,JQS,パルプ・紙,7610,4450000,1710,30.00,23.5,201.35,3150.57
3955,イムラ封筒,東証二部,パルプ・紙,5697,10729370,531,10.00,23.5,36.89,1220.71
3956,国際チャート,JQS,パルプ・紙,1620,6000000,270,3.00,23.5,11.00,271.84
3960,バリューデザイン,東証マザ,情報通信,3198,1453500,2200,0.00,23.8,19.97,540.76
3961,シルバーエッグ・テクノロジー,東証マザ,情報通信,6217,2878400,2160,0.00,23.8,32.57,264.25
3962,チェンジ,東証マザ,情報通信,29193,3240100,9010,0.00,23.8,67.98,329.62
3963,シンクロ・フード,東証一部,情報通信,15643,8715000,1795,0.00,23.8,33.16,215.49
3964,オークネット,東証一部,情報通信,38609,27324400,1413,26.00,23.8,90.58,595.99
3965,キャピタル・アセット・プランニング,JQS,情報通信,7196,2621448,2745,-,23.8,74.07,480.77
3966,ユーザベース,東証マザ,情報通信,42644,14490078,2943,0.00,23.8,25.23,108.98
3967,エルテス,東証マザ,情報通信,11626,5088000,2285,-,23.8,5.90,309.55
3968,セグエグループ,JQS,情報通信,12169,5628400,2162,0.00,23.8,45.29,315.76
3969,エイトレッド,東証マザ,情報通信,6428,2200000,2922,31.00,23.8,100.45,568.68
3970,イノベーション,東証マザ,情報通信,3786,1950600,1941,0.00,23.8,67.55,431.26
3974,ティビィシィ・スキヤツト,JQS,情報通信,2619,1820000,1439,15.00,23.8,61.79,1301.06
3975,AOI_TYOホールディングス,東証一部,情報通信,28448,24566447,1158,28.00,23.8,77.96,971.09
3976,シャノン,東証マザ,情報通信,2915,1378850,2114,0.00,23.8,0.00,443.86
3977,フュージョン,札証アンビ,情報通信,1080,720000,1500,-,23.8,65.28,602.78
3978,マクロミル,東証一部,情報通信,116858,38823400,3010,7.00,23.8,126.21,524.09
3979,うるる,東証マザ,情報通信,12073,3241100,3725,0.00,23.8,107.99,525.75
3981,ビーグリー,東証マザ,情報通信,10093,6050922,1668,0.00,23.8,116.13,768.37
3983,オロ,東証マザ,情報通信,14915,8300000,1797,0.00,23.8,63.73,523.13
3984,ユーザーローカル,東証マザ,情報通信,21672,3618100,5990,0.00,23.8,73.24,511.59
3985,テモナ,東証マザ,情報通信,7593,1318300,5760,0.00,23.8,152.72,779.03
3986,ビーブレイクシステムズ,東証マザ,情報通信,5726,1383200,4140,12.00,23.8,90.37,677.17
3987,エコモット,札証アンビ,情報通信,2551,1318400,1935,0.00,23.8,53.09,206.09
3988,SYSホールディングス,JQS,情報通信,4295,1286000,3340,22.00,23.8,112.75,1235.40
3989,シェアリングテクノロジー,東証マザ,情報通信,12537,5801500,2161,0.00,23.8,51.56,82.46
3990,UUUM,東証マザ,情報通信,30519,6079500,5020,0.00,23.8,45.41,220.59
3991,ウォンテッドリー,東証マザ,情報通信,28168,4572700,6160,0.00,23.8,29.63,107.23
3992,ニーズウェル,JQS,情報通信,6445,2001500,3220,50.00,23.8,137.90,595.87
3993,PKSHA_Technology,東証マザ,情報通信,163699,12779000,12810,0.00,23.8,18.00,70.90
3994,マネーフォワード,東証マザ,情報通信,55112,18279400,3015,0.00,23.8,-60.86,67.46
4004,昭和電工,東証一部,化学,528481,149711292,3530,30.00,17.6,147.35,2124.14
4005,住友化学,東証一部,化学,1167090,1655446177,705,14.00,17.6,61.19,510.68
4008,住友精化,東証一部,化学,82161,13972970,5880,75.00,17.6,435.03,4342.61
4021,日産化学工業,東証一部,化学,611550,151000000,4050,60.00,17.6,166.84,1078.50
4022,ラサ工業,東証一部,化学,16421,7944203,2067,20.00,17.6,126.13,1384.75
4023,クレハ,東証一部,化学,118095,18168390,6500,110.00,17.6,488.74,7375.68
4025,多木化学,東証一部,化学,23576,4729384,4985,70.00,17.6,347.26,5580.17
4026,神島化学工業,東証二部,ガラス土石,15154,9240000,1640,24.00,18.9,120.18,715.32
4027,テイカ,東証一部,化学,67140,25714414,2611,28.00,17.6,178.62,1713.70
4028,石原産業,東証一部,化学,64493,40383943,1597,0.00,17.6,60.04,1678.14
4031,片倉コープアグリ,東証一部,化学,13342,10161686,1313,40.00,17.6,79.15,2112.74
4033,日東エフシー,東証一部,化学,25084,29201735,859,22.00,17.6,39.79,1629.64
4041,日本曹達,東証一部,化学,104899,155636535,674,12.00,17.6,36.45,908.36
4042,東ソー,東証一部,化学,816603,325080956,2512,48.00,17.6,209.47,1291.59
4043,トクヤマ,東証一部,化学,183018,69934375,2617,20.00,17.6,186.88,1399.95
4044,セントラル硝子,東証一部,化学,106537,42975995,2479,50.00,17.6,202.89,4220.83
4045,東亞合成,東証一部,化学,200106,131996299,1516,26.00,17.6,94.95,1322.27
4046,大阪ソーダ,東証一部,化学,62622,22356951,2801,55.00,17.6,218.33,2574.24
4047,関東電化工業,東証一部,化学,66466,57546050,1155,10.00,17.6,80.84,586.91
4061,デンカ,東証一部,化学,325000,88555840,3670,72.50,17.6,237.31,2553.90
4062,イビデン,東証一部,電気機器,255521,140860557,1814,35.00,22.4,79.92,1948.76
4063,信越化学工業,東証一部,化学,4738050,432106693,10965,130.00,17.6,445.58,5013.33
4064,日本カーバイド工業,東証一部,化学,18330,8194029,2237,20.00,17.6,183.20,2426.03
4078,堺化学工業,東証一部,化学,57087,20987911,2720,40.00,17.6,93.49,4427.65
4080,田中化学研究所,JQS,化学,68118,25350800,2687,0.00,17.6,7.89,314.13
4082,第一稀元素化学工業,東証二部,化学,38601,24400000,1582,16.00,17.6,132.36,932.86
4088,エア・ウォーター,東証一部,化学,424037,198705057,2134,34.00,17.6,123.03,1316.56
4091,大陽日酸,東証一部,化学,585975,433092837,1353,22.00,17.6,79.72,820.72
4092,日本化学工業,東証一部,化学,22601,8922775,2533,60.00,17.6,181.89,3733.23
4093,東邦アセチレン,東証一部,化学,11325,7004000,1617,35.00,17.6,171.76,1793.34
4094,日本化学産業,東証二部,化学,39540,20680000,1912,25.00,17.6,99.21,1612.49
4095,日本パーカライジング,東証一部,化学,237495,132604524,1791,20.00,17.6,93.96,1037.90
4097,高圧ガス工業,東証一部,化学,46352,55577526,834,14.00,17.6,59.78,928.14
4098,チタン工業,東証一部,化学,9113,3027626,3010,20.00,17.6,49.85,1888.80
4099,四国化成工業,東証一部,化学,103100,58948063,1749,20.00,17.6,90.72,1068.01
4100,戸田工業,東証一部,化学,28422,6099192,4660,40.00,17.6,69.46,3007.69
4102,丸尾カルシウム,東証二部,化学,3513,2342000,1500,30.00,17.6,128.98,3418.60
4107,伊勢化学工業,東証二部,化学,14764,25675675,575,12.00,17.6,-2.74,931.28
4109,ステラケミファ,東証一部,化学,57213,13213248,4330,41.00,17.6,268.20,2293.25
4112,保土谷化学工業,東証一部,化学,62093,8413726,7380,50.00,17.6,75.93,4139.46
4113,田岡化学工業,東証二部,化学,7376,2888000,2554,55.00,17.6,331.27,3032.94
4114,日本触媒,東証一部,化学,335784,40800000,8230,150.00,17.6,488.96,7363.33
4115,本州化学工業,東証二部,化学,15376,11500000,1337,26.00,17.6,87.13,1393.84
4116,大日精化工業,東証一部,化学,94555,18613110,5080,85.00,17.6,447.01,4820.12
4117,川崎化成工業,東証二部,化学,8860,41207730,215,3.00,17.6,7.75,360.75
4118,カネカ,東証一部,化学,313600,350000000,896,18.00,17.6,69.70,946.00
4119,日本ピグメント,東証二部,化学,7210,1575899,4575,80.00,17.6,445.74,7811.67
4120,スガイ化学工業,東証二部,化学,2265,13730000,165,0.00,17.6,2.19,386.06
4124,大阪油化工業,JQS,化学,3625,939170,3860,35.00,17.6,150.13,983.85
4151,協和発酵キリン,東証一部,医薬品,1165650,576483555,2022,25.00,26.2,38.37,1111.25
4182,三菱瓦斯化学,東証一部,化学,646169,241739199,2673,44.00,17.6,213.15,2028.54
4183,三井化学,東証一部,化学,680834,204454615,3330,80.00,17.6,339.89,2328.25
4185,JSR,東証一部,化学,485041,226126145,2145,50.00,17.6,119.09,1656.71
4186,東京応化工業,東証一部,化学,191901,45100000,4255,64.00,17.6,-,3416.98
4187,大阪有機化学工業,東証一部,化学,29268,22410038,1306,25.00,17.6,86.87,1263.57
4188,三菱ケミカルホールディングス,東証一部,化学,1693068,1506288107,1124,24.00,17.6,95.19,788.86
4189,KHネオケム,東証一部,化学,94262,36749400,2565,50.00,17.6,198.64,742.95
4202,ダイセル,東証一部,化学,486070,349942682,1389,32.00,17.6,106.87,1081.04
4203,住友ベークライト,東証一部,化学,218446,247952394,881,12.00,17.6,48.87,723.33
4204,積水化学工業,東証一部,化学,1142158,500507285,2282,38.00,17.6,131.89,1161.80
4205,日本ゼオン,東証一部,化学,337359,237075556,1423,17.00,17.6,112.62,1114.62
4206,アイカ工業,東証一部,化学,250761,67590664,3710,88.00,17.6,174.61,1750.16
4208,宇部興産,東証一部,化学,345150,106200107,3250,60.00,17.6,232.64,2740.18
4212,積水樹脂,東証一部,化学,103475,47313598,2187,38.00,17.6,149.69,2004.40
4215,タキロンシーアイ,東証一部,化学,68250,97500000,700,14.00,17.6,41.03,659.22
